ID,国語,数学,英語,理科,社会,体育
20020314,4,15,48,36,21,16
20020315,7,69,48,22,18,9
20020316,86,14,58,32,72,88
20020317,22,40,56,85,10,76
20020318,67,47,99,90,14,37
20020319,68,91,99,57,11,48
20020320,9,80,25,57,63,89
20020321,71,25,3,26,74,73
20020322,7,86,9,85,92,10
20020323,43,49,49,56,56,73
20020324,33,75,49,17,73,95
20020325,24,62,53,42,95,33
20020326,48,60,84,41,57,12
20020327,17,19,78,71,97,11
20020328,31,13,58,76,29,90
20020329,92,45,87,92,53,90
20020330,66,37,43,18,36,28
20020331,23,5,15,54,71,37
20020332,77,94,63,43,67,17
20020333,70,99,93,99,16,70
20020334,16,57,35,86,31,28
20020335,10,16,7,29,13,25
20020336,87,64,79,59,71,88
20020337,22,42,71,32,50,30
20020338,52,22,39,52,58,42
20020339,66,54,64,47,38,22
20020340,4,77,56,73,19,56
20020341,14,86,14,60,44,66
20020342,34,56,93,41,39,3
20020343,31,40,27,76,7,19
20020344,45,1,22,68,98,77
20020345,19,77,83,99,69,88
20020346,48,26,77,3,11,94
20020347,11,86,31,4,66,80
20020348,41,6,55,73,86,51
20020349,50,0,94,51,32,62
20020350,22,2,43,89,92,8
20020351,79,43,29,53,57,94
20020352,95,10,0,2,52,29
20020353,17,14,22,57,98,30
20020354,67,42,71,78,35,44
20020355,92,82,81,3,17,97
20020356,27,62,79,2,38,83
20020357,36,41,32,35,47,29
20020358,26,8,58,77,31,44
20020359,62,20,91,61,28,36
20020360,0,56,21,52,20,57
20020361,69,13,79,28,80,24
20020362,25,69,46,55,61,96
20020363,7,54,7,34,2,41
20020364,9,28,57,92,29,24
20020365,88,38,24,23,2,77
20020366,26,26,80,93,68,92
20020367,24,30,71,77,78,99
20020368,10,19,5,26,0,47
20020369,51,12,80,81,87,66
20020370,54,77,79,99,22,63
20020371,68,29,33,81,72,74
20020372,23,77,92,23,11,83
20020373,52,19,57,52,11,50
20020374,38,81,8,23,78,33
20020375,64,29,79,40,10,56
20020376,38,91,4,76,13,43
20020377,7,9,73,26,49,22
20020378,78,65,93,88,85,40
20020379,51,65,45,59,47,71
20020380,23,16,52,21,48,67
20020381,88,92,21,52,40,65
20020382,36,39,60,68,81,35
20020383,77,30,88,62,59,45
20020384,42,84,38,71,73,40
20020385,5,33,65,56,9,88
20020386,35,68,91,90,99,94
20020387,52,89,29,9,77,31
20020388,86,45,54,19,25,37
20020389,32,15,7,44,65,37
20020390,38,38,59,62,87,47
20020391,58,15,77,72,2,11
20020392,54,23,4,29,4,20
20020393,19,75,96,23,99,22
20020394,57,40,59,41,35,58
20020395,75,85,64,41,87,73
20020396,58,22,20,8,67,85
20020397,91,58,43,43,44,44
20020398,13,1,11,1,74,47
20020399,60,48,8,26,77,92
20020400,10,28,23,26,50,53
20020401,86,56,96,63,5,88
20020402,65,76,81,60,51,75
20020403,17,75,83,2,17,34
20020404,82,87,23,33,89,73
20020405,35,40,20,9,63,75
20020406,18,61,49,9,54,32
20020407,42,97,47,65,32,54
20020408,56,25,51,25,5,46
20020409,17,39,94,73,4,24
20020410,5,98,98,71,16,62
20020411,23,60,62,85,21,88
20020412,26,20,71,20,56,79
20020413,84,85,6,26,59,17
20020414,6,95,99,54,30,63
20020415,5,19,69,68,0,11
20020416,44,41,11,95,66,89
20020417,65,19,36,33,9,49
20020418,95,7,82,10,89,30
20020419,85,10,57,2,59,48
20020420,43,49,99,71,78,21
20020421,20,63,81,67,80,20
20020422,16,10,31,79,34,84
20020423,68,17,72,71,23,97
20020424,77,54,27,94,72,32
20020425,5,47,57,36,55,63
20020426,43,65,56,78,76,62
20020427,21,8,66,6,91,86
20020428,13,67,92,91,33,79
20020429,99,25,93,33,4,76
20020430,51,63,96,31,58,47
20020431,83,0,45,20,25,29
20020432,59,64,38,96,19,56
20020433,85,23,98,67,48,49
20020434,39,61,99,31,30,81
20020435,13,89,46,87,49,42
20020436,17,43,69,20,61,76
20020437,54,66,84,70,52,17
20020438,14,34,81,56,66,40
20020439,26,19,35,7,52,47
20020440,86,87,30,81,16,9
20020441,98,81,10,19,62,1
20020442,34,48,89,30,71,83
20020443,63,41,91,64,37,79
20020444,11,80,49,26,72,55
20020445,97,17,14,66,76,33
20020446,30,71,89,4,30,49
20020447,58,93,85,79,64,0
20020448,9,83,1,47,24,92
20020449,3,44,52,17,42,10
20020450,55,60,37,96,78,65
20020451,10,71,85,85,56,69
20020452,35,43,54,30,5,21
20020453,8,6,30,57,82,5
20020454,23,9,57,65,84,76
20020455,88,54,31,51,21,37
20020456,29,74,26,39,1,1
20020457,80,11,47,82,3,13
20020458,31,62,34,70,86,19
20020459,25,1,55,52,26,89
20020460,29,93,43,57,35,43
20020461,62,97,2,69,8,39
20020462,19,52,58,44,41,93
20020463,16,90,16,92,92,53
20020464,93,85,44,78,21,62
20020465,77,84,2,86,23,8
20020466,41,30,94,1,81,56
20020467,26,36,42,18,55,65
20020468,23,72,9,96,35,93
20020469,29,70,16,5,44,70
20020470,24,36,18,70,5,72
20020471,89,23,73,14,94,57
20020472,43,91,43,66,6,61
20020473,42,28,48,30,47,76
20020474,29,29,74,34,64,66
20020475,11,24,32,93,89,41
20020476,83,97,81,39,70,14
20020477,54,63,10,52,48,63
20020478,28,46,82,46,15,63
20020479,32,97,41,82,98,14
20020480,13,10,33,46,28,10
20020481,11,84,61,95,55,14
20020482,10,96,17,36,66,58
20020483,40,11,80,45,4,0
20020484,45,54,0,92,6,70
20020485,69,23,92,26,30,74
20020486,48,99,4,41,10,94
20020487,19,82,90,59,82,70
20020488,75,34,32,77,80,7
20020489,68,42,73,81,64,23
20020490,75,99,34,93,60,64
20020491,58,1,71,29,27,48
20020492,19,90,64,14,41,59
20020493,66,14,78,47,81,64
20020494,61,61,99,3,70,4
20020495,94,18,82,65,39,2
20020496,90,28,86,40,64,63
20020497,57,28,77,19,90,97
20020498,24,10,35,1,18,81
20020499,87,80,58,17,28,83
20020500,75,0,77,33,65,25
20020501,72,27,85,38,94,72
20020502,38,68,18,41,85,68
20020503,52,91,32,74,6,98
20020504,17,29,96,30,13,35
20020505,96,67,63,47,80,92
20020506,30,60,26,15,43,48
20020507,98,81,11,80,46,72
20020508,51,50,94,37,71,79
20020509,47,76,67,99,80,43
20020510,15,33,20,54,76,92
20020511,46,14,78,16,23,63
20020512,89,32,25,47,84,56
20020513,16,3,23,45,67,7
20020514,77,62,73,12,69,77
20020515,49,74,74,7,60,66
20020516,43,67,3,0,88,5
20020517,2,24,68,70,71,2
20020518,94,41,34,5,21,83
20020519,65,80,16,24,30,47
20020520,87,72,79,80,93,29
20020521,17,55,38,3,76,31
20020522,75,25,68,13,37,84
20020523,57,89,22,28,7,32
20020524,57,97,86,31,47,44
20020525,85,90,56,85,16,84
20020526,5,49,47,18,16,88
20020527,88,85,51,99,87,45
20020528,69,2,84,90,80,3
20020529,81,42,74,14,76,4
20020530,79,51,20,77,28,82
20020531,33,18,50,42,98,27
20020532,35,43,47,12,47,56
20020533,6,34,60,80,86,22
20020534,85,52,74,78,28,19
20020535,15,33,73,29,96,24
20020536,58,35,9,0,93,35
20020537,58,75,28,94,7,37
20020538,84,19,48,90,18,33
20020539,15,21,42,15,67,8
20020540,45,99,2,65,34,57
20020541,57,19,75,30,72,46
20020542,38,51,3,13,97,88
20020543,21,30,19,14,55,88
20020544,15,87,45,36,65,28
20020545,23,5,59,31,22,66
20020546,44,3,4,16,67,90
20020547,26,25,39,76,47,62
20020548,71,62,89,51,69,51
20020549,43,59,3,30,2,69
20020550,50,23,37,52,99,73
20020551,84,14,17,68,69,40
20020552,37,46,57,35,10,62
20020553,89,80,54,70,95,87
20020554,58,15,46,99,51,40
20020555,62,88,98,78,42,63
20020556,61,55,53,30,3,27
20020557,31,14,7,24,65,13
20020558,31,29,46,85,31,52
20020559,68,75,23,64,58,80
20020560,29,16,73,76,81,10
20020561,56,6,44,76,35,27
20020562,95,81,21,48,12,94
20020563,51,46,91,13,51,65
20020564,19,18,55,23,62,53
20020565,22,49,32,77,89,93
20020566,57,69,95,52,96,56
20020567,21,88,41,97,98,76
20020568,0,1,15,30,47,5
20020569,95,63,45,67,36,79
20020570,53,66,90,82,43,72
20020571,24,36,98,53,91,6
20020572,97,24,46,13,29,43
20020573,36,64,42,12,68,39
20020574,87,66,97,24,21,31
20020575,47,75,62,99,66,83
20020576,20,32,54,95,21,68
20020577,17,55,24,58,23,51
20020578,58,23,92,42,47,61
20020579,24,28,46,15,11,66
20020580,15,64,92,38,60,45
20020581,55,11,63,13,16,27
20020582,98,16,28,10,5,50
20020583,29,65,31,72,32,64
20020584,81,60,4,86,34,60
20020585,53,50,98,95,95,82
20020586,18,78,53,16,7,73
20020587,80,26,95,33,88,13
20020588,87,62,24,17,19,66
20020589,85,66,59,32,98,75
20020590,91,40,21,81,83,64
20020591,1,34,1,97,26,80
20020592,91,43,25,85,60,54
20020593,71,77,81,30,99,79
20020594,83,46,95,49,20,40
20020595,88,32,47,20,3,72
20020596,23,25,0,10,30,46
20020597,39,31,74,31,83,29
20020598,39,43,72,74,33,99
20020599,29,84,22,72,13,50
20020600,1,36,94,89,55,86
20020601,26,71,86,31,97,82
20020602,67,39,80,28,37,67
20020603,79,16,33,2,74,36
20020604,83,38,11,49,48,68
20020605,3,68,40,63,46,59
20020606,23,69,13,85,38,42
20020607,36,31,92,76,78,76
20020608,95,39,62,28,48,36
20020609,5,72,83,0,35,62
20020610,27,55,88,34,85,27
20020611,42,49,44,38,72,7
20020612,57,17,41,20,71,14
20020613,92,16,32,96,2,11
20020614,18,14,51,36,99,27
20020615,99,7,39,42,73,67
20020616,67,92,65,17,65,7
20020617,27,38,92,12,64,13
20020618,65,96,41,97,0,43
20020619,13,5,16,9,48,99
20020620,90,40,24,97,23,84
20020621,54,54,32,22,4,46
20020622,93,34,13,93,89,85
20020623,69,56,83,6,67,63
20020624,92,30,22,32,61,49
20020625,25,24,93,96,98,51
20020626,2,2,80,44,55,33
20020627,5,11,93,87,78,82
20020628,71,2,99,93,48,78
20020629,28,13,71,14,61,18
20020630,31,70,79,44,17,27
20020631,68,57,48,19,75,41
20020632,69,58,22,36,82,2
20020633,52,21,88,37,40,68
20020634,70,62,96,92,36,51
20020635,77,86,1,98,81,84
20020636,33,24,10,20,75,11
20020637,98,77,70,28,16,41
20020638,36,91,16,68,81,85
20020639,49,18,28,44,47,50
20020640,54,18,92,29,80,86
20020641,41,28,1,81,26,46
20020642,46,19,51,50,94,34
20020643,99,99,19,32,25,54
20020644,87,58,53,20,79,93
20020645,3,71,10,1,34,65
20020646,34,68,58,34,42,3
20020647,25,34,58,15,56,39
20020648,79,26,49,72,99,19
20020649,61,31,41,11,36,46
20020650,0,48,75,57,93,77
20020651,33,0,72,93,10,52
20020652,71,97,21,15,12,8
20020653,57,5,50,71,70,84
20020654,24,79,55,70,65,39
20020655,25,94,42,78,10,12
20020656,0,21,50,37,15,35
20020657,94,41,68,51,89,9
20020658,26,23,7,84,21,41
20020659,34,78,61,8,0,66
20020660,75,58,13,28,21,95
20020661,94,5,28,64,18,88
20020662,82,22,98,14,17,62
20020663,36,44,59,99,71,5
20020664,97,81,51,92,31,94
20020665,89,30,52,20,72,77
20020666,25,26,26,61,91,84
20020667,46,25,2,91,43,76
20020668,10,11,35,28,62,9
20020669,89,64,53,92,30,19
20020670,3,66,9,15,80,13
20020671,93,72,41,62,8,78
20020672,23,79,81,39,55,65
20020673,34,36,89,49,13,78
20020674,71,49,14,8,53,64
20020675,18,18,65,51,57,40
20020676,77,42,48,2,29,43
20020677,97,61,29,9,84,59
20020678,24,28,25,26,26,39
20020679,67,29,39,3,62,37
20020680,66,43,36,66,53,80
20020681,97,84,2,84,11,71
20020682,90,55,1,98,29,35
20020683,66,50,97,25,23,4
20020684,76,72,87,72,89,67
20020685,45,30,28,21,1,46
20020686,45,19,5,6,43,44
20020687,11,79,82,45,4,71
20020688,65,52,38,96,4,47
20020689,16,22,18,37,89,86
20020690,80,1,57,82,13,40
20020691,69,84,76,31,16,48
20020692,73,5,37,1,6,53
20020693,32,81,31,96,85,38
20020694,61,54,39,25,18,28
20020695,0,20,21,98,69,90
20020696,45,96,0,51,62,53
20020697,48,98,85,2,19,44
20020698,72,45,29,16,65,78
20020699,45,67,8,19,32,18
20020700,99,97,26,97,70,15
20020701,18,99,10,42,50,16
20020702,69,31,74,85,84,50
20020703,21,33,46,18,1,96
20020704,6,58,75,67,63,10
20020705,87,65,32,25,82,93
20020706,18,34,88,49,21,19
20020707,49,76,53,66,98,40
20020708,24,57,49,66,50,66
20020709,86,37,16,1,24,15
20020710,76,23,28,79,50,38
20020711,41,0,68,65,76,3
20020712,11,18,14,49,74,75
20020713,27,30,31,38,70,73
20020714,89,7,49,32,75,64
20020715,81,87,35,75,4,64
20020716,18,3,15,35,52,76
20020717,79,39,97,39,54,70
20020718,7,46,67,56,92,15
20020719,36,65,48,56,52,38
20020720,26,51,54,16,31,52
20020721,16,44,75,52,1,52
20020722,69,79,16,20,82,43
20020723,10,68,51,22,47,38
20020724,97,18,68,99,65,36
20020725,93,16,83,13,18,49
20020726,37,75,98,51,19,40
20020727,76,25,56,45,90,21
20020728,5,44,76,67,44,21
20020729,30,56,82,75,29,31
20020730,86,23,76,84,90,91
20020731,87,23,81,24,98,82
20020732,95,49,29,93,62,16
20020733,35,55,50,60,32,56
20020734,33,56,84,32,82,27
20020735,4,19,36,50,46,98
20020736,58,16,45,5,0,24
20020737,75,21,75,35,79,94
20020738,56,73,80,83,39,15
20020739,19,78,91,16,13,55
20020740,78,64,10,2,33,39
20020741,8,29,28,5,16,80
20020742,98,5,97,45,99,49
20020743,2,32,2,66,97,26
20020744,29,27,67,0,38,77
20020745,16,46,82,78,93,56
20020746,78,88,51,42,22,48
20020747,79,12,35,31,15,64
20020748,50,75,16,42,86,9
20020749,92,73,98,8,37,31
20020750,21,40,60,66,63,67
20020751,65,79,78,6,98,98
20020752,6,13,89,8,17,35
20020753,7,28,14,73,67,25
20020754,30,85,71,22,30,21
20020755,89,28,25,69,32,10
20020756,37,21,80,36,37,11
20020757,28,64,51,64,99,75
20020758,82,63,45,87,26,39
20020759,54,78,18,93,5,13
20020760,53,18,22,43,44,31
20020761,55,52,29,11,19,36
20020762,92,53,78,80,68,80
20020763,75,60,41,66,89,96
20020764,60,51,9,14,59,41
20020765,53,25,16,88,97,20
20020766,93,3,54,56,51,41
20020767,80,55,14,34,8,50
20020768,60,75,86,86,45,81
20020769,3,62,64,92,37,19
20020770,82,31,52,99,27,34
20020771,67,87,9,64,26,12
20020772,9,0,50,60,54,47
20020773,60,29,53,54,40,88
20020774,53,17,23,31,65,22
20020775,32,24,24,41,97,40
20020776,51,91,62,80,0,92
20020777,35,61,22,47,39,44
20020778,87,62,48,0,70,27
20020779,70,21,66,54,65,38
20020780,78,19,90,25,60,46
20020781,19,0,62,54,36,13
20020782,75,97,27,43,20,4
20020783,4,2,62,47,73,88
20020784,26,84,88,72,23,96
20020785,35,32,4,20,92,9
20020786,70,69,68,70,76,4
20020787,96,43,3,45,21,76
20020788,63,17,34,21,85,99
20020789,50,68,57,86,5,35
20020790,62,44,39,34,56,43
20020791,54,30,93,77,87,14
20020792,58,23,68,68,30,71
20020793,65,33,34,99,45,68
20020794,51,82,3,14,96,45
20020795,0,73,95,76,50,34
20020796,91,79,98,48,83,37
20020797,12,24,65,86,9,5
20020798,0,92,64,1,63,70
20020799,68,53,68,49,57,39
20020800,52,25,40,17,7,94
20020801,28,79,94,27,67,16
20020802,75,36,76,58,10,67
20020803,31,11,85,60,62,64
20020804,85,90,10,10,66,37
20020805,56,35,81,79,28,50
20020806,31,22,37,6,75,81
20020807,57,55,82,31,34,26
20020808,14,6,20,66,39,48
20020809,35,84,9,97,43,93
20020810,8,66,18,81,96,2
20020811,72,17,59,89,73,84
20020812,96,55,94,18,52,84
20020813,12,55,72,19,90,37
20020814,75,39,17,21,46,9
20020815,89,12,19,0,76,87
20020816,39,59,45,79,46,66
20020817,21,45,3,32,87,79
20020818,42,37,61,4,0,27
20020819,7,95,52,21,26,86
20020820,16,52,60,25,92,87
20020821,67,91,63,73,26,2
20020822,76,41,64,81,50,62
20020823,60,56,51,98,80,54
20020824,5,53,2,18,72,48
20020825,42,46,81,26,61,73
20020826,78,10,94,37,71,34
20020827,7,21,53,25,43,20
20020828,48,74,61,39,51,78
20020829,32,46,54,92,4,64
20020830,9,64,37,97,19,35
20020831,41,72,43,13,32,93
20020832,93,25,95,22,71,28
20020833,73,33,79,79,59,4
20020834,95,21,1,42,83,9
20020835,20,85,64,22,90,44
20020836,81,82,11,29,91,44
20020837,41,9,88,32,13,33
20020838,34,30,81,70,51,70
20020839,59,61,22,22,45,93
20020840,89,10,58,88,46,30
20020841,81,0,52,55,40,49
20020842,83,49,33,29,15,80
20020843,6,61,87,11,13,64
20020844,86,94,10,25,80,47
20020845,52,76,59,22,16,39
20020846,2,3,79,61,98,94
20020847,38,62,22,23,54,58
20020848,77,36,51,36,69,80
20020849,90,65,56,69,94,10
20020850,77,20,18,8,71,22
20020851,91,27,1,71,9,98
20020852,25,5,18,8,65,80
20020853,26,92,99,21,58,13
20020854,3,55,12,40,78,50
20020855,8,20,30,46,66,3
20020856,49,13,59,44,72,36
20020857,44,85,62,32,24,49
20020858,56,43,62,82,80,76
20020859,17,79,28,21,71,58
20020860,90,78,95,31,65,39
20020861,13,41,51,87,27,60
20020862,19,17,42,86,26,25
20020863,23,97,9,63,97,91
20020864,61,87,17,55,44,42
20020865,7,38,91,50,90,24
20020866,56,6,14,40,66,6
20020867,63,43,68,39,25,23
20020868,51,11,56,6,12,94
20020869,65,19,58,25,18,3
20020870,50,36,10,8,95,75
20020871,2,16,70,81,60,27
20020872,7,24,20,15,44,99
20020873,75,46,9,34,66,14
20020874,95,78,76,26,76,17
20020875,93,5,16,0,63,96
20020876,22,45,98,19,94,47
20020877,38,79,42,14,40,55
20020878,88,13,76,18,9,88
20020879,35,57,14,27,43,67
20020880,48,45,48,99,91,5
20020881,33,71,89,89,18,11
20020882,33,20,15,70,44,23
20020883,66,66,20,43,70,34
20020884,41,27,34,65,41,78
20020885,53,15,6,52,65,56
20020886,41,62,87,90,55,88
20020887,28,48,34,47,95,46
20020888,37,24,22,96,56,53
20020889,28,33,75,45,39,63
20020890,31,92,96,27,23,56
20020891,84,26,83,74,69,24
20020892,23,15,65,46,80,51
20020893,81,92,85,47,40,16
20020894,70,78,10,5,31,5
20020895,46,8,57,49,9,63
20020896,55,56,3,21,38,47
20020897,66,10,61,54,72,16
20020898,82,21,36,70,10,68
20020899,81,78,31,32,61,93
20020900,77,74,59,60,94,37
20020901,6,85,99,38,14,95
20020902,62,99,66,99,42,17
20020903,89,11,61,52,87,47
20020904,50,96,39,12,47,5
20020905,75,67,45,63,80,32
20020906,32,4,2,45,41,79
20020907,47,62,0,50,61,9
20020908,18,26,93,64,84,1
20020909,15,66,19,89,68,60
20020910,99,38,4,69,58,57
20020911,70,70,56,74,85,53
20020912,49,57,35,93,5,14
20020913,55,78,19,85,47,57
20020914,62,39,11,49,99,77
20020915,88,80,43,34,98,44
20020916,65,22,23,0,86,41
20020917,90,53,20,86,9,59
20020918,47,45,74,67,19,66
20020919,44,69,73,59,5,4
20020920,89,73,82,17,48,2
20020921,60,35,21,14,25,9
20020922,96,12,87,59,72,4
20020923,54,42,78,91,83,47
20020924,99,60,64,8,1,38
20020925,31,24,68,42,15,58
20020926,57,71,2,14,31,14
20020927,61,95,28,26,48,65
20020928,98,69,96,82,36,65
20020929,12,4,35,28,18,46
20020930,75,29,58,27,66,78
20020931,44,30,32,55,41,49
20020932,70,12,38,37,15,83
20020933,63,91,64,37,81,17
20020934,30,63,50,3,74,95
20020935,96,26,82,65,29,0
20020936,80,16,1,17,14,6
20020937,99,85,71,40,33,53
20020938,77,94,78,35,37,15
20020939,82,60,29,70,35,52
20020940,17,24,18,93,3,96
20020941,88,26,45,46,77,31
20020942,72,76,94,66,76,82
20020943,15,48,95,15,2,59
20020944,7,59,29,2,21,92
20020945,91,22,83,94,2,36
20020946,62,6,94,73,55,71
20020947,95,27,11,13,19,69
20020948,52,30,63,32,96,82
20020949,41,67,22,35,72,43
20020950,62,92,22,85,40,69
20020951,25,80,12,13,9,72
20020952,89,91,74,81,18,76
20020953,7,92,88,17,55,4
20020954,84,1,6,27,92,12
20020955,95,49,18,82,38,10
20020956,78,85,62,82,19,50
20020957,37,16,74,13,60,30
20020958,46,6,95,10,44,82
20020959,70,71,96,8,57,13
20020960,42,34,53,99,7,22
20020961,66,80,56,7,19,3
20020962,68,98,79,16,71,33
20020963,41,82,27,5,90,41
20020964,91,2,79,57,23,72
20020965,21,8,61,40,97,5
20020966,14,86,35,93,40,2
20020967,62,81,5,87,72,56
20020968,78,32,27,90,29,74
20020969,83,14,17,93,85,4
20020970,8,4,70,23,98,60
20020971,63,50,72,67,10,34
20020972,36,7,93,91,12,16
20020973,78,95,51,57,94,74
20020974,53,58,39,82,69,96
20020975,46,53,41,12,83,80
20020976,19,50,26,91,31,10
20020977,54,23,61,28,88,83
20020978,96,1,77,51,81,47
20020979,3,29,79,8,93,61
20020980,3,34,57,25,25,78
20020981,81,7,9,89,73,30
20020982,84,24,96,92,45,28
20020983,69,22,10,96,52,87
20020984,25,48,79,68,49,19
20020985,84,28,47,45,30,97
20020986,76,33,97,78,64,58
20020987,78,75,15,94,30,67
20020988,50,9,88,55,67,36
20020989,79,58,79,48,8,10
20020990,5,95,51,65,93,56
20020991,33,31,11,55,91,43
20020992,88,16,16,63,40,61
20020993,5,38,3,0,14,22
20020994,11,65,55,77,53,4
20020995,37,52,83,73,33,1
20020996,65,2,44,14,41,98
20020997,2,89,85,4,78,30
20020998,26,68,31,84,8,71
20020999,69,30,4,23,7,48
20021000,68,25,16,48,8,10
20021001,49,42,31,30,48,98
20021002,91,54,38,14,93,21
20021003,59,98,21,98,52,67
20021004,72,68,79,31,21,43
20021005,86,65,90,40,16,66
20021006,48,32,98,82,44,14
20021007,45,35,68,58,21,8
20021008,52,45,24,54,22,14
20021009,46,28,37,75,35,23
20021010,28,84,2,25,54,28
20021011,84,26,55,12,6,35
20021012,2,0,58,74,56,88
20021013,33,46,92,29,59,53
20021014,91,46,18,69,56,2
20021015,49,27,48,11,3,48
20021016,94,23,10,33,1,11
20021017,38,76,45,75,69,34
20021018,36,47,5,48,10,72
20021019,96,34,33,29,92,19
20021020,80,42,60,98,96,59
20021021,76,84,94,68,73,49
20021022,97,34,68,19,5,57
20021023,75,28,74,66,2,78
20021024,84,97,5,96,40,87
20021025,15,76,16,47,60,35
20021026,42,63,2,23,48,11
20021027,88,17,19,66,82,0
20021028,86,93,88,16,42,60
20021029,33,23,40,55,75,50
20021030,59,42,97,59,76,1
20021031,55,93,28,41,13,98
20021032,19,99,81,46,43,19
20021033,96,82,90,92,35,40
20021034,88,24,82,72,15,6
20021035,99,75,32,6,83,49
20021036,51,17,38,54,42,72
20021037,82,55,50,95,85,57
20021038,97,80,25,59,53,86
20021039,8,84,8,44,98,72
20021040,30,8,12,72,93,31
20021041,75,89,76,16,52,31
20021042,94,3,89,51,35,31
20021043,29,88,49,28,37,6
20021044,78,99,19,28,32,48
20021045,41,31,2,39,48,64
20021046,6,4,76,94,83,22
20021047,28,59,14,80,90,90
20021048,42,56,93,33,40,79
20021049,19,25,52,97,12,36
20021050,48,94,23,44,95,12
20021051,53,2,67,11,58,19
20021052,16,31,62,94,26,89
20021053,33,99,63,1,31,47
20021054,51,28,52,92,30,28
20021055,63,65,46,62,83,95
20021056,71,72,79,2,93,60
20021057,62,44,65,52,54,77
20021058,12,1,60,80,30,27
20021059,72,21,88,41,39,1
20021060,70,17,69,40,4,12
20021061,32,73,44,53,41,29
20021062,38,77,98,61,64,28
20021063,42,7,31,51,21,42
20021064,94,15,13,52,37,72
20021065,77,55,44,56,60,28
20021066,19,67,91,41,9,25
20021067,25,7,92,59,42,56
20021068,33,20,74,32,62,52
20021069,90,46,18,22,67,23
20021070,94,9,28,47,84,15
20021071,89,37,14,12,64,0
20021072,32,7,40,21,79,21
20021073,87,62,46,15,80,72
20021074,54,75,82,97,46,96
20021075,40,85,17,13,36,37
20021076,56,27,50,17,6,57
20021077,71,8,39,73,28,13
20021078,39,87,76,85,77,30
20021079,43,67,0,50,41,14
20021080,17,78,4,90,87,79
20021081,96,68,53,71,70,66
20021082,54,2,65,69,99,71
20021083,48,45,17,56,36,93
20021084,41,5,80,66,93,90
20021085,40,78,85,96,94,35
20021086,23,99,24,24,93,70
20021087,10,75,96,16,16,37
20021088,83,9,23,60,88,51
20021089,28,51,82,79,1,66
20021090,67,63,60,6,43,25
20021091,82,89,52,82,27,95
20021092,56,13,3,50,13,12
20021093,69,27,64,56,50,90
20021094,60,75,96,60,52,72
20021095,17,27,59,98,32,30
20021096,20,40,98,79,30,59
20021097,31,16,43,21,55,69
20021098,62,77,64,39,56,29
20021099,47,77,14,9,6,58
20021100,24,92,16,90,33,45
20021101,21,10,39,22,95,26
20021102,91,46,68,36,56,90
20021103,44,30,75,30,31,3
20021104,78,27,5,27,91,29
20021105,52,48,70,20,40,51
20021106,7,54,78,5,41,98
20021107,88,66,16,69,3,81
20021108,45,73,31,32,91,90
20021109,22,35,33,69,56,9
20021110,96,78,55,70,99,94
20021111,11,19,85,20,47,71
20021112,50,19,78,65,50,42
20021113,77,25,29,31,20,4
20021114,99,22,37,80,56,48
20021115,18,92,44,68,53,35
20021116,12,43,2,40,23,79
20021117,93,3,14,61,1,69
20021118,42,33,46,77,64,76
20021119,58,65,59,78,93,3
20021120,91,40,80,31,44,53
20021121,37,21,82,57,27,70
20021122,4,54,59,83,69,91
20021123,62,2,11,99,81,36
20021124,78,19,5,31,34,38
20021125,51,43,66,86,68,62
20021126,73,11,27,77,7,9
20021127,29,74,85,32,8,71
20021128,67,9,31,42,81,78
20021129,52,54,49,32,81,9
20021130,95,28,24,28,8,76
20021131,70,98,2,78,83,57
20021132,1,58,72,26,43,32
20021133,64,90,60,37,21,3
20021134,95,22,26,47,68,36
20021135,59,57,6,58,44,9
20021136,91,82,21,38,15,23
20021137,12,57,72,46,82,61
20021138,36,20,96,51,90,40
20021139,94,86,83,89,60,84
20021140,77,73,27,19,41,9
20021141,6,96,3,5,26,96
20021142,75,10,85,34,29,93
20021143,81,97,47,34,14,8
20021144,14,49,4,72,56,52
